age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,school_GP,school_MS,sex_F,sex_M,address_R,address_U,famsize_GT3,famsize_LE3,Pstatus_A,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,schoolsup_no,schoolsup_yes,famsup_no,famsup_yes,paid_no,paid_yes,activities_no,activities_yes,nursery_no,nursery_yes,higher_no,higher_yes,internet_no,internet_yes,romantic_no,romantic_yes,passed
0.2857142857142856,0.25,0.25,0.0,0.6666666666666667,0.0,0.75,0.5,0.5,0.0,0.0,0.5,0.6000000000000001,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,1
0.5714285714285712,0.75,0.25,0.0,0.6666666666666667,0.3333333333333333,1.0,0.75,0.5,0.0,0.25,1.0,1.0,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,1
0.4285714285714284,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.75,0.25,0.25,0.75,0.8,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,1
0.5714285714285712,0.75,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.25,0.25,0.0,0.25,0.0,1.0,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,1
0.2857142857142856,0.5,0.25,0.0,0.0,0.0,0.75,0.75,0.25,0.25,0.75,1.0,0.0,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,1
0.0,1.0,0.5,0.0,0.6666666666666667,0.0,0.5,0.25,0.25,0.0,0.0,1.0,0.2,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,1
0.0,0.25,0.25,0.3333333333333333,1.0,0.3333333333333333,0.5,0.0,0.25,0.0,0.0,0.0,0.2,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,1
0.0,0.5,1.0,0.0,0.6666666666666667,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.2,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,0
0.714285714285714,0.75,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,1
0.1428571428571428,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.25,0.0,0.0,0.5,1.0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,1
0.2857142857142856,0.5,0.5,0.0,0.6666666666666667,0.0,0.75,0.5,0.5,0.0,0.0,0.75,0.4,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,1
0.4285714285714284,0.5,0.25,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.25,0.0,0.0,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,0
0.1428571428571428,0.25,0.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,0.5,0.2,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,1
0.1428571428571428,0.75,0.5,0.0,0.3333333333333333,0.0,0.0,0.25,0.25,0.0,0.25,0.0,1.0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,1
0.4285714285714284,0.5,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.5,0.5,0.0,0.5,0.75,0.2,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,1
0.1428571428571428,0.25,0.75,0.0,0.3333333333333333,1.0,0.75,0.5,1.0,0.0,0.0,0.5,0.0,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,0
0.4285714285714284,0.25,0.25,1.0,0.6666666666666667,0.0,0.75,0.5,0.25,0.0,0.25,0.75,0.2,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,1
0.1428571428571428,0.5,0.5,0.0,0.3333333333333333,0.0,0.5,0.5,0.75,0.0,0.0,0.75,0.0,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,1
0.1428571428571428,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,0.25,0.0,0.0,0.5,0.0,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,1
0.2857142857142856,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.75,0.25,0.75,0.25,0.5,0.25,1.0,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,1
0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75,0.0,0.0,0.5,0.2,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False,0
0.1428571428571428,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.75,0.75,0.0,0.75,1.0,0.2,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,1
0.0,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.25,0.5,0.75,1.0,0.0,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,1
0.2857142857142856,0.5,0.25,0.3333333333333333,0.3333333333333333,0.0,0.75,0.25,1.0,0.0,0.25,1.0,0.2,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,0
0.5714285714285712,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.5,0.75,0.25,0.5,0.25,0.0,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,0
0.1428571428571428,0.5,0.25,0.0,0.3333333333333333,0.0,0.75,0.25,0.5,0.0,0.25,1.0,0.0,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,1
0.2857142857142856,0.25,0.5,0.0,0.0,0.0,0.25,0.25,0.25,0.5,0.5,1.0,0.8,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,1
0.4285714285714284,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,1.0,0.75,0.5,0.75,0.5,0.5,1.0,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,0
0.1428571428571428,1.0,0.75,0.0,0.6666666666666667,0.0,0.5,0.75,0.75,0.25,0.75,0.75,0.2,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,0
0.2857142857142856,0.5,0.5,0.0,0.6666666666666667,0.0,0.5,0.5,0.25,0.25,0.25,0.5,0.30000000000000004,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,1
0.1428571428571428,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.25,0.25,0.0,0.5,1.0,1.0,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,0
0.2857142857142856,0.25,0.25,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,0
0.4285714285714284,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,0.0,0.0,0.75,1.0,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,0
0.2857142857142856,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.0,0.25,0.75,0.0,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,0
0.0,0.75,0.75,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.75,1.0,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,1
0.2857142857142856,1.0,0.75,0.0,0.6666666666666667,0.0,0.75,0.75,0.5,0.0,0.5,0.75,0.0,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,1
0.0,0.25,0.25,0.0,0.3333333333333333,0.0,0.75,0.75,0.25,0.0,0.25,1.0,0.0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,1
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,1
0.0,0.75,0.5,0.0,0.3333333333333333,1.0,0.5,0.5,0.25,0.0,0.0,0.5,0.0,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.0,0.25,0.2,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,1
0.2857142857142856,0.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.5,0.5,0.5,0.25,0.5,0.25,0.0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,1
0.2857142857142856,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.75,0.75,0.4,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,0
0.2857142857142856,0.5,1.0,0.0,0.6666666666666667,0.0,0.75,0.75,0.5,0.0,0.0,1.0,0.7000000000000001,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,1
0.1428571428571428,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,1.0,0.0,0.0,0.5,1.0,0.2,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,1
0.2857142857142856,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.75,0.5,0.5,0.0,0.0,0.5,0.0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,1
0.2857142857142856,1.0,0.75,0.3333333333333333,0.6666666666666667,0.0,0.75,0.75,0.25,0.0,0.0,0.75,0.6000000000000001,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,0
0.1428571428571428,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.0,1.0,0.25,0.2,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,1
0.2857142857142856,1.0,1.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.75,0.0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,1
0.2857142857142856,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,1.0,1.0,0.0,0.5,0.25,1.0,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,0
0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.75,0.25,0.5,1.0,0.6000000000000001,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,0
0.1428571428571428,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.25,0.75,0.25,0.75,0.0,0.2,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,1
0.4285714285714284,0.25,0.75,0.0,0.0,0.3333333333333333,0.75,0.5,0.5,0.25,0.5,0.5,0.7000000000000001,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,0
0.4285714285714284,0.25,0.25,0.0,0.0,1.0,0.25,0.5,1.0,0.25,1.0,0.75,0.0,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,0
0.2857142857142856,1.0,1.0,0.3333333333333333,0.0,0.0,0.75,0.0,0.0,0.25,0.25,1.0,0.0,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,1
0.714285714285714,1.0,0.5,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0,0.75,0.5,0.0,0.0,0.5,0.4,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,1
0.1428571428571428,1.0,1.0,0.3333333333333333,0.6666666666666667,0.0,0.25,0.75,0.5,0.0,0.0,1.0,0.7000000000000001,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,1
0.0,0.75,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.25,1.0,0.0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,1
0.4285714285714284,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,0.5,0.2,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,0
0.1428571428571428,1.0,1.0,0.0,0.6666666666666667,0.0,0.75,0.75,0.5,0.0,0.0,0.75,0.0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,1
0.2857142857142856,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.5,1.0,0.75,1.0,0.5,1.0,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,1
0.4285714285714284,1.0,1.0,0.3333333333333333,0.0,0.0,0.5,0.25,0.75,0.0,0.75,0.5,1.0,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,0
0.2857142857142856,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.25,0.0,0.25,0.5,1.0,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
0.5714285714285712,0.75,0.75,0.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75,0.0,0.0,0.5,1.0,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,1
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.25,0.75,0.25,0.0,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,1
0.0,0.75,1.0,1.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,0
0.1428571428571428,0.5,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.5,0.75,0.6000000000000001,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,1
0.1428571428571428,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.0,0.0,0.4,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,0
0.4285714285714284,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.25,0.25,0.25,0.0,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,0
0.2857142857142856,0.75,0.25,0.0,0.3333333333333333,0.0,1.0,0.75,0.75,0.5,0.75,1.0,0.2,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,1
0.2857142857142856,0.25,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.4,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,1
0.2857142857142856,0.25,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.75,0.75,1.0,1.0,1.0,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,0
0.1428571428571428,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.25,0.25,1.0,1.0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,0
0.1428571428571428,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.25,1.0,0.4,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,1
0.4285714285714284,0.25,0.25,0.6666666666666667,0.0,1.0,1.0,0.25,1.0,0.0,1.0,0.75,0.6000000000000001,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,1
0.2857142857142856,0.5,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,1
0.1428571428571428,0.5,0.75,0.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.0,0.0,0.5,0.2,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,1
0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.0,0.5,0.0,0.5,0.75,0.2,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,0
0.4285714285714284,0.75,0.5,0.0,0.6666666666666667,0.0,1.0,0.75,0.5,0.25,0.5,0.0,0.7000000000000001,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,1
0.2857142857142856,0.25,0.75,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.75,0.25,0.2,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,1
